,Scientific_Name,Common_Name,Threatened_Status,Kingdom,Class,Family,Genus,Species
605,Deyeuxia drummondii,"Drummond's Grass, Drummond Grass",Endangered,Plantae,Liliopsida,Poaceae,Deyeuxia,drummondii
606,Banksia oligantha,Wagin Banksia,Endangered,Plantae,Magnoliopsida,Proteaceae,Banksia,oligantha
607,Lepidium drummondii,Drummond's Lepidium,Extinct,Plantae,Magnoliopsida,Brassicaceae,Lepidium,drummondii
612,Isopogon uncinatus,"Albany Cone Bush, HookNaleaf Isopogon",Endangered,Plantae,Magnoliopsida,Proteaceae,Isopogon,uncinatus
613,Frankenia parvula,ShortNaleaved Frankenia,Endangered,Plantae,Magnoliopsida,Frankeniaceae,Frankenia,parvula
618,Sphenotoma drummondii,Mountain PaperNaheath,Endangered,Plantae,Magnoliopsida,Epacridaceae,Sphenotoma,drummondii
619,Roycea pycnophylloides,Saltmat,Endangered,Plantae,Magnoliopsida,Chenopodiaceae,Roycea,pycnophylloides
621,Daviesia ovata,BroadNaleaf Daviesia,Critically Endangered,Plantae,Magnoliopsida,Fabaceae,Daviesia,ovata
622,Coopernookia georgei,Mauve Coopernookia,Endangered,Plantae,Magnoliopsida,Goodeniaceae,Coopernookia,georgei
623,Anigozanthos bicolor subsp. minor,"Little Kangaroo Paw, TwoNacoloured Kangaroo Paw, Small TwoNacolour Kangaroo Paw",Endangered,Plantae,Liliopsida,Haemodoraceae,Anigozanthos,bicolor
625,Adenanthos dobagii,Fitzgerald Woollybush,Endangered,Plantae,Magnoliopsida,Proteaceae,Adenanthos,dobagii
628,Conostylis misera,Grass Conostylis,Endangered,Plantae,Liliopsida,Haemodoraceae,Conostylis,misera
631,Eremophila virens,"Campion Eremophila, GreenNaflowered Emu bush",Endangered,Plantae,Magnoliopsida,Myoporaceae,Eremophila,virens
637,Darwinia meeboldii,Cranbrook Bell,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Darwinia,meeboldii
641,Adenanthos velutinus,Velvet Woollybush,Endangered,Plantae,Magnoliopsida,Proteaceae,Adenanthos,velutinus
643,Leucopogon gnaphalioides,Stirling Range Beard Heath,Endangered,Plantae,Magnoliopsida,Epacridaceae,Leucopogon,gnaphalioides
646,Grevillea batrachioides,Mt Lesueur Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,batrachioides
647,Grevillea maxwellii,Maxwell's Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,maxwellii
675,Allocasuarina tortiramula,Twisted Sheoak,Vulnerable,Plantae,Magnoliopsida,Casuarinaceae,Allocasuarina,tortiramula
676,Gastrolobium lehmannii,Cranbrook Pea,Vulnerable,Plantae,Magnoliopsida,Fabaceae,Gastrolobium,lehmannii
681,Verticordia plumosa var. ananeotes,Tufted Plumed Featherflower,Endangered,Plantae,Magnoliopsida,Myrtaceae,Verticordia,plumosa
682,Acacia cochlocarpa subsp. cochlocarpa,SpiralNafruited Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,cochlocarpa
683,Calytrix breviseta subsp. breviseta,Swamp Starflower,Endangered,Plantae,Magnoliopsida,Myrtaceae,Calytrix,breviseta
690,Myoporum cordifolium,Jerramungup Myoporum,Vulnerable,Plantae,Magnoliopsida,Myoporaceae,Myoporum,cordifolium
691,Eucalyptus absita,Badgingarra Box,Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,absita
692,Eucalyptus argutifolia,"Yanchep Mallee, Wabling Hill Mallee",Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,argutifolia
693,Eucalyptus crispata,Yandanooka Mallee,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,crispata
694,Melaleuca sciotostyla,Wongan Melaleuca,Endangered,Plantae,Magnoliopsida,Myrtaceae,Melaleuca,sciotostyla
695,Verticordia carinata,Stirling Range Featherflower,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Verticordia,carinata
696,Caladenia busselliana,Bussell's SpiderNaorchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,busselliana
707,Conospermum undulatum,WavyNaleaved Smokebush,Vulnerable,Plantae,Magnoliopsida,Proteaceae,Conospermum,undulatum
711,Verticordia fimbrilepis subsp. australis,Southern Shy Featherflower,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Verticordia,fimbrilepis
712,Verticordia fimbrilepis subsp. fimbrilepis,Shy Featherflower,Endangered,Plantae,Magnoliopsida,Myrtaceae,Verticordia,fimbrilepis
716,Ctenotus zastictus,Hamelin Ctenotus,Vulnerable,Animalia,Reptilia,Scincidae,Ctenotus,zastictus
727,Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",Critically Endangered,Animalia,Mammalia,Petauridae,Pseudocheirus,occidentalis
732,Dasyornis broadbenti litoralis,"Rufous Bristlebird (western), SouthNawestern Rufous Bristlebird",Extinct,Animalia,Aves,Pardalotidae,Dasyornis,broadbenti
734,Cereopsis novaehollandiae grisea,"Cape Barren Goose (southNawestern), Recherche Cape Barren Goose",Vulnerable,Animalia,Aves,Anatidae,Cereopsis,novaehollandiae
741,Anous tenuirostris melanops,Australian Lesser Noddy,Vulnerable,Animalia,Aves,Laridae,Anous,tenuirostris
742,Malurus leucopterus leucopterus,"WhiteNawinged FairyNawren (Dirk Hartog Island), Dirk Hartog BlackNaandNaWhite FairyNawren",Vulnerable,Animalia,Aves,Maluridae,Malurus,leucopterus
746,Falcunculus frontatus whitei,"Crested ShrikeNatit (northern), Northern ShrikeNatit",Vulnerable,Animalia,Aves,Pachycephalidae,Falcunculus,frontatus
754,Tyto novaehollandiae kimberli,Masked Owl (northern),Vulnerable,Animalia,Aves,Tytonidae,Tyto,novaehollandiae
761,Geocrinia vitellina,OrangeNabellied Frog,Vulnerable,Animalia,Amphibia,Myobatrachidae,Geocrinia,vitellina
768,Geocrinia alba,"WhiteNabellied Frog, Creek Frog",Critically Endangered,Animalia,Amphibia,Myobatrachidae,Geocrinia,alba
773,Malurus leucopterus edouardi,"WhiteNawinged FairyNawren (Barrow Island), Barrow Island BlackNaandNawhite FairyNawren",Vulnerable,Animalia,Aves,Maluridae,Malurus,leucopterus
780,Boronia capitata subsp. capitata,a shrub,Endangered,Plantae,Magnoliopsida,Rutaceae,Boronia,capitata
785,Chorizema humile,Prostrate Flame Pea,Endangered,Plantae,Magnoliopsida,Fabaceae,Chorizema,humile
786,Grevillea thelemanniana,Spider Net Grevillea,Critically Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,thelemanniana
792,Dasymalla axillaris,Native Foxglove,Critically Endangered,Plantae,Magnoliopsida,Lamiaceae,Dasymalla,axillaris
801,Trithuria occidentalis,Swan Hydatella,Endangered,Plantae,Liliopsida,Hydatellaceae,Trithuria,occidentalis
803,Kennedia lateritia,Augusta Kennedia,Endangered,Plantae,Magnoliopsida,Fabaceae,Kennedia,lateritia
822,Diuris micrantha,Dwarf BeeNaorchid,Vulnerable,Plantae,Liliopsida,Orchidaceae,Diuris,micrantha
841,Acacia awestoniana,Stirling Range Wattle,Vulnerable,Plantae,Magnoliopsida,Fabaceae,Acacia,awestoniana
842,Acacia lobulata,Chiddarcooping Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,lobulata
843,Acacia lanuginophylla,Woolly Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,lanuginophylla
844,Acacia unguicula,a shrub,Critically Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,unguicula
845,Acacia brachypoda,Western Wheatbelt Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,brachypoda
847,Verticordia albida,White Featherflower,Endangered,Plantae,Magnoliopsida,Myrtaceae,Verticordia,albida
848,Verticordia densiflora var. pedunculata,LongNastalked Featherflower,Endangered,Plantae,Magnoliopsida,Myrtaceae,Verticordia,densiflora
851,Verticordia pityrhops,"Little Pine Verticordia, PineNalike Featherflower",Endangered,Plantae,Magnoliopsida,Myrtaceae,Verticordia,pityrhops
852,Verticordia plumosa var. vassensis,Vasse Featherflower,Endangered,Plantae,Magnoliopsida,Myrtaceae,Verticordia,plumosa
853,Verticordia spicata subsp. squamosa,ScalyNaleaved Featherflower,Endangered,Plantae,Magnoliopsida,Myrtaceae,Verticordia,spicata
854,Verticordia staminosa var. cylindracea,Granite Featherflower,Endangered,Plantae,Magnoliopsida,Myrtaceae,Verticordia,staminosa
855,Verticordia staminosa subsp. staminosa,Wongan Featherflower,Endangered,Plantae,Magnoliopsida,Myrtaceae,Verticordia,staminosa
858,Myriophyllum lapidicola,Chiddarcooping Myriophyllum,Endangered,Plantae,Magnoliopsida,Haloragaceae,Myriophyllum,lapidicola
859,Goodenia integerrima,Gypsum Goodenia,Vulnerable,Plantae,Magnoliopsida,Goodeniaceae,Goodenia,integerrima
875,Grevillea calliantha,"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,calliantha
879,Eucalyptus pruiniramis,"Midlands Gum, Jingymia Gum",Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,pruiniramis
880,Eucalyptus recta,Silver Mallet,Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,recta
886,Thomasia glabripetala,Sandplain Thomasia,Vulnerable,Plantae,Magnoliopsida,Sterculiaceae,Thomasia,glabripetala
889,Daviesia bursarioides,Three Springs Daviesia,Endangered,Plantae,Magnoliopsida,Fabaceae,Daviesia,bursarioides
890,Daviesia speciosa,Beautiful Daviesia,Endangered,Plantae,Magnoliopsida,Fabaceae,Daviesia,speciosa
891,Acacia leptalea,Chinocup Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,leptalea
892,Eremophila subteretifolia,Lake King Eremophila,Endangered,Plantae,Magnoliopsida,Myoporaceae,Eremophila,subteretifolia
893,Darwinia ferricola,Scott River Darwinia,Endangered,Plantae,Magnoliopsida,Myrtaceae,Darwinia,ferricola
894,Eucalyptus dolorosa,"Dandaragan Mallee, Mount Misery Mallee",Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,dolorosa
895,Eucalyptus impensa,Eneabba Mallee,Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,impensa
896,Eucalyptus leprophloia,"Scaly Butt Mallee, ScalyNabutt Mallee",Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,leprophloia
897,Caladenia christineae,Christine's Spider Orchid,Vulnerable,Plantae,Liliopsida,Orchidaceae,Caladenia,christineae
898,Caladenia excelsa,Giant SpiderNaorchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,excelsa
899,Caladenia hoffmanii,Hoffman's SpiderNaorchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,hoffmanii
900,Lambertia echinata subsp. echinata,Prickly Honeysuckle,Endangered,Plantae,Magnoliopsida,Proteaceae,Lambertia,echinata
907,Daviesia pseudaphylla,Stirling Range Daviesia,Endangered,Plantae,Magnoliopsida,Fabaceae,Daviesia,pseudaphylla
909,Drakaea micrantha,Dwarf HammerNaorchid,Vulnerable,Plantae,Liliopsida,Orchidaceae,Drakaea,micrantha
911,Daviesia microcarpa,Norseman Pea,Endangered,Plantae,Magnoliopsida,Fabaceae,Daviesia,microcarpa
912,Acacia pygmaea,Dwarf Rock Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,pygmaea
913,Eucalyptus articulata,Ponton Creek Mallee,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,articulata
914,Eucalyptus cuprea,Mallee Box,Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,cuprea
915,Caladenia elegans,Elegant SpiderNaorchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,elegans
916,Caladenia viridescens,Dunsborough SpiderNaorchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,viridescens
917,Drakaea concolor,Kneeling HammerNaorchid,Vulnerable,Plantae,Liliopsida,Orchidaceae,Drakaea,concolor
918,Drakaea confluens,Late HammerNaorchid,Endangered,Plantae,Liliopsida,Orchidaceae,Drakaea,confluens
921,Daviesia megacalyx,LongNasepalled Daviesia,Endangered,Plantae,Magnoliopsida,Fabaceae,Daviesia,megacalyx
922,Caladenia harringtoniae,"Harrington's SpiderNaorchid, Pink SpiderNaorchid",Vulnerable,Plantae,Liliopsida,Orchidaceae,Caladenia,harringtoniae
930,Natator depressus,Flatback Turtle,Vulnerable,Animalia,Reptilia,Cheloniidae,Natator,depressus
935,Pezoporus occidentalis,Night Parrot,Endangered,Animalia,Aves,Psittacidae,Pezoporus,occidentalis
938,Calyptorhynchus latirostris,"Carnaby's Cockatoo,  ShortNabilled BlackNaCockatoo",Endangered,Animalia,Aves,Cacatuidae,Calyptorhynchus,latirostris
943,Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Vulnerable,Animalia,Chondrichthyes,Pristidae,Pristis,pristis
945,Grevillea humifusa,Spreading Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,humifusa
947,Schoenia filifolia subsp. subulifolia,Mingenew Everlasting,Endangered,Plantae,Magnoliopsida,Asteraceae,Schoenia,filifolia
957,Diomedea amsterdamensis,Amsterdam Albatross,Endangered,Animalia,Aves,Diomedeidae,Diomedea,amsterdamensis
966,Geophaps smithii smithii,Partridge Pigeon (eastern),Vulnerable,Animalia,Aves,Columbidae,Geophaps,smithii
967,Malurus coronatus coronatus,PurpleNacrowned FairyNawren (western),Endangered,Animalia,Aves,Maluridae,Malurus,coronatus
972,Psophodes nigrogularis nigrogularis,Western Heath Whipbird ,Endangered,Animalia,Aves,Psophodidae,Psophodes,nigrogularis
977,Diomedea sanfordi,Northern Royal Albatross,Endangered,Animalia,Aves,Diomedeidae,Diomedea,sanfordi
979,Diomedea antipodensis,Antipodean Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Diomedea,antipodensis
980,Thalassarche impavida,"Campbell Albatross, Campbell BlackNabrowed Albatross",Vulnerable,Animalia,Aves,Diomedeidae,Thalassarche,impavida
982,Thalassarche steadi,WhiteNacapped Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Thalassarche,steadi
984,Thalassarche carteri,Indian YellowNanosed  Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Thalassarche,carteri
986,Carcharodon carcharias,"White Shark, Great White Shark",Vulnerable,Animalia,Chondrichthyes,Lamnidae,Carcharodon,carcharias
990,Egernia stokesii badia,"Western SpinyNatailed Skink, Baudin Island SpinyNatailed Skink",Endangered,Animalia,Reptilia,Scincidae,Egernia,stokesii
992,Acacia insolita subsp. recurva,Yornaning Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,insolita
996,Caladenia bryceana subsp. bryceana,Dwarf SpiderNaorchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,bryceana
997,Caladenia winfieldii,Majestic SpiderNaorchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,winfieldii
999,Grevillea christineae,Christine's Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,christineae
1000,Grevillea maccutcheonii,McCutcheon's Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,maccutcheonii
1001,Grevillea pythara,Pythara Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,pythara
1002,Lambertia echinata subsp. occidentalis,Western Prickly Honeysuckle,Endangered,Plantae,Magnoliopsida,Proteaceae,Lambertia,echinata
1004,Petrophile latericola,Laterite Petrophile,Endangered,Plantae,Magnoliopsida,Proteaceae,Petrophile,latericola
1010,Thomasia sp. Green Hill (S.Paust 1322),Green Hill Thomasia,Endangered,Plantae,Magnoliopsida,Sterculiaceae,Thomasia,sp. Green Hill (S.Paust 1322)
1014,Caladenia bryceana subsp. cracens,Northern Dwarf SpiderNaorchid,Vulnerable,Plantae,Liliopsida,Orchidaceae,Caladenia,bryceana
1016,Eremophila denticulata subsp. denticulata,Fitzgerald Eremophila,Vulnerable,Plantae,Magnoliopsida,Myoporaceae,Eremophila,denticulata
1017,Eremophila denticulata subsp. trisulcata,Cumquat Eremophila,Endangered,Plantae,Magnoliopsida,Myoporaceae,Eremophila,denticulata
1018,Eucalyptus platydisca,Jimberlana Mallee,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,platydisca
1019,Grevillea dryandroides subsp. hirsuta,Hairy Phalanx Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,dryandroides
1020,Grevillea elongata,Ironstone Grevillea,Vulnerable,Plantae,Magnoliopsida,Proteaceae,Grevillea,elongata
1023,Eremophila vernicosa,Resinous Poverty Bush,Vulnerable,Plantae,Magnoliopsida,Myoporaceae,Eremophila,vernicosa
1026,Grevillea dryandroides subsp. dryandroides,Phalanx Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,dryandroides
1027,Eucalyptus crucis subsp. praecipua,Paynes Find Mallee,Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,crucis
1029,Acacia rhamphophylla,Kundip Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,rhamphophylla
1030,Drakaea isolata,Lonely HammerNaorchid,Endangered,Plantae,Liliopsida,Orchidaceae,Drakaea,isolata
1032,Wurmbea calcicola,Naturaliste Nancy,Endangered,Plantae,Liliopsida,Liliaceae,Wurmbea,calcicola
1036,Spicospina flammocaerulea,Sunset Frog,Vulnerable,Animalia,Amphibia,Myobatrachidae,Spicospina,flammocaerulea
1037,Acacia aprica,Blunt Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,aprica
1038,Acacia aristulata,Watheroo Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,aristulata
1039,Acacia ataxiphylla subsp. magna,LargeNafruited Tammin Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,ataxiphylla
1040,Acacia auratiflora,OrangeNaflowered Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,auratiflora
1041,Acacia recurvata,Recurved Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,recurvata
1042,Acacia subflexuosa subsp. capillata,HairyNastemmed ZigNaZag Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,subflexuosa
1045,Boronia exilis,Scott River Boronia,Endangered,Plantae,Magnoliopsida,Rutaceae,Boronia,exilis
1049,Caladenia caesarea subsp. maritima,Cape SpiderNaorchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,caesarea
1058,Chordifex abortivus,Manypeaks Rush,Endangered,Plantae,Liliopsida,Restionaceae,Chordifex,abortivus
1059,Conospermum densiflorum subsp. unicephalatum,OneNaheaded Smokebush,Endangered,Plantae,Magnoliopsida,Proteaceae,Conospermum,densiflorum
1060,Darwinia chapmaniana,Chapman's Bell,Endangered,Plantae,Magnoliopsida,Myrtaceae,Darwinia,chapmaniana
1061,Daviesia cunderdin,Cunderdin Daviesia,Endangered,Plantae,Magnoliopsida,Fabaceae,Daviesia,cunderdin
1062,Daviesia elongata subsp. elongata,LongNaleaved Daviesia,Vulnerable,Plantae,Magnoliopsida,Fabaceae,Daviesia,elongata
1064,Drummondita longifolia,Peak Charles Drummondita,Vulnerable,Plantae,Magnoliopsida,Rutaceae,Drummondita,longifolia
1065,Eleocharis keigheryi,Keighery's Eleocharis,Vulnerable,Plantae,Liliopsida,Cyperaceae,Eleocharis,keigheryi
1066,Eremophila pinnatifida,PinnateNaleaf Eremophila,Endangered,Plantae,Magnoliopsida,Myoporaceae,Eremophila,pinnatifida
1072,Grevillea curviloba subsp. curviloba,CurvedNaleaf Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,curviloba
1073,Grevillea curviloba subsp. incurva,Narrow curvedNaleaf Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,curviloba
1075,Grevillea rara,Rare Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,rara
1078,Jacksonia pungens,Pungent Jacksonia,Endangered,Plantae,Magnoliopsida,Fabaceae,Jacksonia,pungens
1079,Lasiopetalum pterocarpum,WingNafruited Lasiopetalum,Endangered,Plantae,Magnoliopsida,Sterculiaceae,Lasiopetalum,pterocarpum
1083,Macarthuria keigheryi,Keighery's Macarthuria,Endangered,Plantae,Magnoliopsida,Molluginaceae,Macarthuria,keigheryi
1088,Persoonia micranthera,SmallNaflowered Snottygobble,Endangered,Plantae,Magnoliopsida,Proteaceae,Persoonia,micranthera
1089,Philotheca basistyla,WhiteNaflowered Philotheca,Endangered,Plantae,Magnoliopsida,Rutaceae,Philotheca,basistyla
1090,Philotheca falcata,SickleNaleaved Waxflower,Critically Endangered,Plantae,Magnoliopsida,Rutaceae,Philotheca,falcata
1092,Philotheca wonganensis,Wongan Eriostemon,Endangered,Plantae,Magnoliopsida,Rutaceae,Philotheca,wonganensis
1112,Synaphea quartzitica,QuartzNaloving Synaphea,Endangered,Plantae,Magnoliopsida,Proteaceae,Synaphea,quartzitica
1113,Xyris exilis,Stirling Range Xyris,Vulnerable,Plantae,Liliopsida,Xyridaceae,Xyris,exilis
1114,Daviesia glossosema,MaroonNaflowered Daviesia,Critically Endangered,Plantae,Magnoliopsida,Fabaceae,Daviesia,glossosema
1115,Thelymitra dedmaniarum,Cinnamon Sun Orchid,Endangered,Plantae,Liliopsida,Orchidaceae,Thelymitra,dedmaniarum
1116,Acacia cochlocarpa subsp. velutinosa,Velvety Spiral Pod Wattle,Critically Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,cochlocarpa
1117,Eremophila rostrata,Beaked Eremophila,Critically Endangered,Plantae,Magnoliopsida,Myoporaceae,Eremophila,rostrata
1118,Acacia imitans,Gibson Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,imitans
1119,Acacia wilsonii,Wilson's Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,wilsonii
1120,Caladenia melanema,Ballerina Orchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,melanema
1121,Grevillea corrugata,a shrub,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,corrugata
1122,Verticordia apecta,"Hay River Featherflower, Scruffy Verticordia",Critically Endangered,Plantae,Magnoliopsida,Myrtaceae,Verticordia,apecta
1139,Synaphea stenoloba,Dwellingup Synaphea,Endangered,Plantae,Magnoliopsida,Proteaceae,Synaphea,stenoloba
1141,Tetratheca paynterae,Paynter's Tetratheca,Endangered,Plantae,Magnoliopsida,Tremandraceae,Tetratheca,paynterae
1142,Diomedea dabbenena,Tristan Albatross,Endangered,Animalia,Aves,Diomedeidae,Diomedea,dabbenena
1143,Thalassarche melanophris,BlackNabrowed Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Thalassarche,melanophris
1144,Thalassarche chrysostoma,GreyNaheaded Albatross,Endangered,Animalia,Aves,Diomedeidae,Thalassarche,chrysostoma
1145,Geophaps smithii blaauwi,Partridge Pigeon (western),Vulnerable,Animalia,Aves,Columbidae,Geophaps,smithii
1148,Perameles bougainville bougainville,Western Barred Bandicoot (Shark Bay),Endangered,Animalia,Mammalia,Peramelidae,Perameles,bougainville
1151,Potorous gilbertii,"Gilbert's Potoroo, Ngilkat",Critically Endangered,Animalia,Mammalia,Potoroidae,Potorous,gilbertii
1154,Petrogale lateralis lateralis,"BlackNaflanked RockNawallaby, Moororong, BlackNafooted Rock Wallaby",Endangered,Animalia,Mammalia,Macropodidae,Petrogale,lateralis
1155,Petrogale lateralis MacDonnell Ranges race,"Warru, BlackNafooted RockNawallaby (MacDonnell Ranges race)",Vulnerable,Animalia,Mammalia,Macropodidae,Petrogale,lateralis
1158,Lagostrophus fasciatus albipilis,Banded HareNawallaby (mainland),Extinct,Animalia,Mammalia,Macropodidae,Lagostrophus,fasciatus
1159,Lagorchestes hirsutus hirsutus,"Rufous HareNawallaby (southNawestern), Woorap",Extinct,Animalia,Mammalia,Macropodidae,Lagorchestes,hirsutus
1161,Bettongia lesueur graii,"Boodie (inland), Burrowing Bettong (inland)",Extinct,Animalia,Mammalia,Potoroidae,Bettongia,lesueur
1162,Bettongia penicillata penicillata,"BrushNatailed Bettong (central and southNaeast), BrushNatailed Bettong (southNaeast mainland)",Extinct,Animalia,Mammalia,Potoroidae,Bettongia,penicillata
1163,Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",Vulnerable,Animalia,Mammalia,Potoroidae,Bettongia,lesueur
1164,Lagorchestes conspicillatus conspicillatus,Spectacled HareNawallaby (Barrow Island),Vulnerable,Animalia,Mammalia,Macropodidae,Lagorchestes,conspicillatus
1165,Lagorchestes hirsutus bernieri,Rufous HareNawallaby (Bernier Island),Vulnerable,Animalia,Mammalia,Macropodidae,Lagorchestes,hirsutus
1166,Lagorchestes hirsutus dorreae,Rufous HareNawallaby (Dorre Island),Vulnerable,Animalia,Mammalia,Macropodidae,Lagorchestes,hirsutus
1167,Lagostrophus fasciatus fasciatus,"Banded HareNawallaby, Merrnine, Marnine, Munning ",Vulnerable,Animalia,Mammalia,Macropodidae,Lagostrophus,fasciatus
1168,Isoodon auratus auratus,Golden Bandicoot (mainland),Vulnerable,Animalia,Mammalia,Peramelidae,Isoodon,auratus
1169,Isoodon auratus barrowensis,Golden Bandicoot (Barrow Island),Vulnerable,Animalia,Mammalia,Peramelidae,Isoodon,auratus
1175,Milyeringa veritas,Blind Gudgeon,Vulnerable,Animalia,Actinopterygii,Eleotridae,Milyeringa,veritas
1176,Ophisternon candidum,Blind Cave Eel,Vulnerable,Animalia,Actinopterygii,Synbranchidae,Ophisternon,candidum
1177,Rhincodon typus,Whale Shark,Vulnerable,Animalia,Chondrichthyes,Rhincodontidae,Rhincodon,typus
1182,Nannatherina balstoni,Balston's Pygmy Perch,Vulnerable,Animalia,Actinopterygii,Nannopercidae,Nannatherina,balstoni
1183,Liasis olivaceus barroni,Olive Python (Pilbara subspecies),Vulnerable,Animalia,Reptilia,Boidae,Liasis,olivaceus
1189,Hesperocolletes douglasi,"Douglas' BroadNaheaded Bee, Rottnest Bee",Critically Endangered,Animalia,Insecta,Colletidae,Hesperocolletes,douglasi
1192,Leioproctus douglasiellus,a shortNatongued bee,Critically Endangered,Animalia,Insecta,Colletidae,Leioproctus,douglasiellus
1203,Idiosoma nigrum,"ShieldNabacked Trapdoor Spider, Black Rugose Trapdoor Spider",Vulnerable,Animalia,Arachnida,Idiopidae,Idiosoma,nigrum
1204,Neopasiphae simplicior,A native bee,Critically Endangered,Animalia,Insecta,Colletidae,Neopasiphae,simplicior
1205,Bettongia penicillata ogilbyi,Woylie,Endangered,Animalia,Mammalia,Potoroidae,Bettongia,penicillata
1206,Petrogale lateralis hacketti,Recherche RockNawallaby,Vulnerable,Animalia,Mammalia,Macropodidae,Petrogale,lateralis
1208,Saccolaimus saccolaimus nudicluniatus,"BareNarumped SheathNatailed Bat, BareNarumped Sheathtail Bat",Vulnerable,Animalia,Mammalia,Emballonuridae,Saccolaimus,saccolaimus
1215,Calyptorhynchus banksii naso,"Forest RedNatailed BlackNaCockatoo, Karrak",Vulnerable,Animalia,Aves,Cacatuidae,Calyptorhynchus,banksii
1238,Jacksonia quairading,"Quairading Jacksonia, Quairading Stinkwood",Endangered,Plantae,Magnoliopsida,Fabaceae,Jacksonia,quairading
1239,Andersonia pinaster,Two Peoples Bay Andersonia,Vulnerable,Plantae,Magnoliopsida,Epacridaceae,Andersonia,pinaster
