,Scientific_Name,Common_Name,Threatened_Status,Kingdom,Class,Family,Genus,Species
1142,Diomedea dabbenena,Tristan Albatross,Endangered,Animalia,Aves,Diomedeidae,Diomedea,dabbenena
1143,Thalassarche melanophris,BlackNabrowed Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Thalassarche,melanophris
1144,Thalassarche chrysostoma,GreyNaheaded Albatross,Endangered,Animalia,Aves,Diomedeidae,Thalassarche,chrysostoma
1152,Potorous tridactylus tridactylus,LongNanosed Potoroo (SE Mainland),Vulnerable,Animalia,Mammalia,Potoroidae,Potorous,tridactylus
1156,Perameles gunnii gunnii,Eastern Barred Bandicoot (Tasmania),Vulnerable,Animalia,Mammalia,Peramelidae,Perameles,gunnii
1177,Rhincodon typus,Whale Shark,Vulnerable,Animalia,Chondrichthyes,Rhincodontidae,Rhincodon,typus
1179,Callitris oblonga,"Pygmy CypressNapine, Pigmy CypressNapine, Dwarf CypressNapine",Vulnerable,Plantae,Pinatae,Cupressaceae,Callitris,oblonga
1181,Pterostylis wapstrarum,Fleshy Greenhood,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Pterostylis,wapstrarum
1187,Dromaius ater,King Island Emu,Extinct,Animalia,Aves,Dromaiidae,Dromaius,ater
1191,Hoplogonus bornemisszai,Bornemissza's Stag Beetle,Critically Endangered,Animalia,Insecta,Lucanidae,Hoplogonus,bornemisszai
1193,Lissotes latidens,"BroadNatoothed Stag Beetle, Wielangta Stag Beetle",Endangered,Animalia,Insecta,Lucanidae,Lissotes,latidens
1194,Marginaster littoralis,Derwent River Seastar,Critically Endangered,Animalia,Asteroidea,Poraniidae,Marginaster,littoralis
1198,Engaeus orramakunna,Mount Arthur Burrowing Crayfish,Vulnerable,Animalia,Malacostraca,Parastacidae,Engaeus,orramakunna
1199,Engaeus spinicaudatus,Scottsdale Burrowing Crayfish,Endangered,Animalia,Malacostraca,Parastacidae,Engaeus,spinicaudatus
1200,Engaeus yabbimunna,Burnie Burrowing Crayfish,Vulnerable,Animalia,Malacostraca,Parastacidae,Engaeus,yabbimunna
1201,Hoplogonus simsoni,Simson's Stag Beetle,Vulnerable,Animalia,Insecta,Lucanidae,Hoplogonus,simsoni
1202,Hoplogonus vanderschoori,Vanderschoor's Stag Beetle,Vulnerable,Animalia,Insecta,Lucanidae,Hoplogonus,vanderschoori
1209,Pterostylis pratensis,Liawenee Greenhood,Vulnerable,Plantae,Liliopsida,Orchidaceae,Pterostylis,pratensis
1212,Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),Vulnerable,Animalia,Aves,Phalacrocoracidae,Leucocarbo,atriceps
1216,Platycercus caledonicus brownii,Green Rosella (King Island),Vulnerable,Animalia,Aves,Psittacidae,Platycercus,caledonicus
1218,Tyto novaehollandiae castanops (Tasmanian population),Masked Owl (Tasmanian),Vulnerable,Animalia,Aves,Tytonidae,Tyto,novaehollandiae
1226,Strepera fuliginosa colei,Black Currawong (King Island),Vulnerable,Animalia,Aves,Artamidae,Strepera,fuliginosa
1236,Engaeus martigener,Furneaux Burrowing Crayfish,Endangered,Animalia,Malacostraca,Parastacidae,Engaeus,martigener
1244,Stonesiella selaginoides,Clubmoss BushNapea,Endangered,Plantae,Magnoliopsida,Fabaceae,Stonesiella,selaginoides
1245,Conospermum hookeri,Variable SmokeNabush,Vulnerable,Plantae,Magnoliopsida,Proteaceae,Conospermum,hookeri
1246,Philotheca freyciana,Freycinet Waxflower,Endangered,Plantae,Magnoliopsida,Rutaceae,Philotheca,freyciana
1249,Eucalyptus gunnii subsp. divaricata,Miena Cider Gum,Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,gunnii
1255,Galeorhinus galeus,"School Shark, Eastern School Shark, Snapper Shark, Tope, Soupfin Shark",Conservation Dependent,Animalia,Chondrichthyes,Triakidae,Galeorhinus,galeus
1256,Hoplostethus atlanticus,"Orange Roughy, DeepNasea Perch, Red Roughy",Conservation Dependent,Animalia,Actinopterygii,Trachichthyidae,Hoplostethus,atlanticus
1266,Carcharias taurus (east coast population),Grey Nurse Shark (east coast population),Critically Endangered,Animalia,Chondrichthyes,Carcharhinidae,Carcharias,taurus
1268,Galium antarcticum,Subantarctic Bedstraw,Critically Endangered,Plantae,Magnoliopsida,Rubiaceae,Galium,antarcticum
1270,Seriolella brama,Blue Warehou,Conservation Dependent,Animalia,Actinopterygii,Centrolophidae,Seriolella,brama
1271,Thunnus maccoyii,Southern Bluefin Tuna,Conservation Dependent,Animalia,Actinopterygii,Scombridae,Thunnus,maccoyii
1272,Dasyurus maculatus maculatus (Tasmanian population),"SpottedNatail Quoll, SpotNatailed Quoll, Tiger Quoll (Tasmanian population)",Vulnerable,Animalia,Mammalia,Dasyuridae,Dasyurus,maculatus
1280,Xerochrysum palustre,"Swamp Everlasting, Swamp Paper Daisy",Vulnerable,Plantae,Magnoliopsida,Asteraceae,Xerochrysum,palustre
1281,Rexea solandri (eastern Australian population),Eastern Gemfish,Conservation Dependent,Animalia,Actinopterygii,Gempylidae,Rexea,solandri (eastern Australian population)
1283,Thelymitra jonesii,SkyNablue SunNaorchid,Endangered,Plantae,Liliopsida,Orchidaceae,Thelymitra,jonesii
1284,Thynninorchis nothofagicola,Myrtle Elbow Orchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Thynninorchis,nothofagicola
1285,Corunastylis brachystachya,ShortNaspiked MidgeNaorchid,Endangered,Plantae,Liliopsida,Orchidaceae,Corunastylis,brachystachya
1286,Corunastylis firthii,Firth's MidgeNaorchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Corunastylis,firthii
1288,Galaxias auratus,Golden Galaxias,Endangered,Animalia,Actinopterygii,Galaxiidae,Galaxias,auratus
1289,Paragalaxias mesotes,Arthurs Paragalaxias,Endangered,Animalia,Actinopterygii,Galaxiidae,Paragalaxias,mesotes
1290,Paragalaxias eleotroides,Great Lake Paragalaxias,Vulnerable,Animalia,Actinopterygii,Galaxiidae,Paragalaxias,eleotroides
1291,Paragalaxias dissimilis,Shannon Paragalaxias,Vulnerable,Animalia,Actinopterygii,Galaxiidae,Paragalaxias,dissimilis
1292,Craspedia preminghana,Preminghana Billybutton,Endangered,Plantae,Magnoliopsida,Asteraceae,Craspedia,preminghana
1294,Ozothamnus reflexifolius,Reflexed Everlasting,Vulnerable,Plantae,Magnoliopsida,Asteraceae,Ozothamnus,reflexifolius
1295,Antipodia chaostola leucophaea,"Tasmanian Chaostola Skipper, HeathNasand Skipper",Endangered,Animalia,Insecta,Hesperiidae,Antipodia,chaostola
1297,Oreisplanus munionga larana,"Marrawah Skipper, Alpine Sedge Skipper, Alpine Skipper",Vulnerable,Animalia,Insecta,Hesperiidae,Oreisplanus,munionga
1302,Bertya tasmanica subsp. tasmanica,Tasmanian Bertya,Endangered,Plantae,Magnoliopsida,Euphorbiaceae,Bertya,tasmanica
1313,Prasophyllum crebriflorum,Crowded LeekNaOrchid,Endangered,Plantae,Liliopsida,Orchidaceae,Prasophyllum,crebriflorum
1314,Prasophyllum incorrectum,Golfers LeekNaorchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Prasophyllum,incorrectum
1315,Boronia hippopala,Velvet Boronia,Vulnerable,Plantae,Magnoliopsida,Rutaceae,Boronia,hippopala
1316,Boronia hemichiton,Mt Arthur Boronia,Vulnerable,Plantae,Magnoliopsida,Rutaceae,Boronia,hemichiton
1318,Engaeus granulatus,Central North Burrowing Crayfish,Endangered,Animalia,Malacostraca,Parastacidae,Engaeus,granulatus
1339,Prasophyllum taphanyx,Graveside LeekNaorchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Prasophyllum,taphanyx
1344,Hibbertia basaltica,Basalt GuineaNaflower,Endangered,Plantae,Magnoliopsida,Dilleniaceae,Hibbertia,basaltica
1352,Nematoceras dienemum,Windswept HelmetNaorchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Nematoceras,dienemum
1360,Argyrotegium nitidulum,Shining Cudweed,Vulnerable,Plantae,Magnoliopsida,Asteraceae,Argyrotegium,nitidulum
1361,Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),"Masked Eyebright, Masked Cliff Eyebright",Endangered,Plantae,Magnoliopsida,Scrophulariaceae,Euphrasia,sp. Bivouac Bay (W.R.Barker 7626 et al.)
1364,Micropathus kiernani,"Francistown Cave Cricket, Southern sandstone cave cricket",Critically Endangered,Animalia,Insecta,Rhaphidophoridae,Micropathus,kiernani
1365,Diomedea antipodensis gibsoni,Gibson's Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Diomedea,antipodensis
1366,Thalassarche bulleri platei,"Northern Buller's Albatross, Pacific Albatross",Vulnerable,Animalia,Aves,Diomedeidae,Thalassarche,bulleri
1368,Acanthornis magna greeniana,"King Island Scrubtit, Scrubtit (King Island)",Critically Endangered,Animalia,Aves,Pardalotidae,Acanthornis,magna
1384,Prasophyllum atratum,Three Hummock LeekNaorchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Prasophyllum,atratum
1385,Prasophyllum limnetes,Marsh LeekNaorchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Prasophyllum,limnetes
1403,Epacris graniticola,"Mt Cameron Heath, Granite Heath",Critically Endangered,Plantae,Magnoliopsida,Epacridaceae,Epacris,graniticola
1410,Sternula nereis nereis,Australian Fairy Tern,Vulnerable,Animalia,Aves,Laridae,Sternula,nereis
1416,Hypolimnus pedderensis,Lake Pedder Earthworm,Extinct,Animalia,Oligochaeta,Megascolecidae,Hypolimnus,pedderensis
1433,Veronica ciliolata,Ciliolate Hebe,Vulnerable,Plantae,Magnoliopsida,Scrophulariaceae,Veronica,ciliolata
